"doaj_publishers","Freq"
"Journal of Foreign Language Education and Technology",1
"Journal of Family, Counseling and Education",1
"Journal of Educators Online",1
"Journal of Computer and Education Research",1
"Journal of Community Informatics",1
"Journal of Childhood, Education and Society",1
"Journal of Analytic Divinity",1
"Journal of African American Males in Education",1
"Journal of Aeronautical Materials",1
"Journal Infectology",1
"Journal for the Education of Gifted Young Scientists ",1
"Journal «Vlast'» Co.Ltd",1
"Josip Juraj Strossmayer University of Osijek, Faculty of Law",1
"Josip Juraj Strossmayer University of Osijek, Faculty of Food Technology Osijek",1
"Josip Juraj Strossmayer University of Osijek, Faculty of Education",1
"JOSE E DIPIERRI",1
"José Domingo Villarroel",1
"José de Mello Saúde",1
"Jonas Rodrigo Gonçalves",1
"JommPublish",1
"JOLTIDA",1
"Joint Implant Surgery & Research Foundation",1
"Johns Hopkins University",1
"John Paul II Catholic University of Lublin, Faculty of Law, Canon Law and Administration & Wydawnictwo KUL",1
"John Libbey Eurotext",1
"Johar Education Society",1
"Johannes Gutenberg-Universität Mainz ",1
"Jiroft University of Medical Sciences",1
"Jinnah University for Women",1
"Jesuit Univeristy Ignatianum in Krakow",1
"Jeomorfoloji Dernegi",1
"Jenifer de Brum Palmeiras",1
"JCDR Research and Publications Private Limited",1
"Jaypee Brothers Medical Publishers Pvt Ltd",1
"Japanese Society for Medical and Biological Engineering",1
"Japan Society on Water Environment",1
"Japan Society of Smooth Muscle Research",1
"Japan Society of Hydrology and Water Resources (JSHWR), Japanese Association of Groundwater Hydrology (JAGH), Japanese Association of Hydrological Sciences (JAHS), and Japanese Society of Physical Hydrology (JSPH)",1
"Japan Society of Cell Biology",1
"Japan Society for Occupational Health",1
"Japan Epidemiological Association",1
"Jap Sam Books",1
"Jan van Eyck Academie",1
"Jan Kochanowski University Press",1
"Jan Evangelista Purkyne University ",1
"JAMK University of Applied Sciences",1
"James Joyce Online Notes",1
"JAMA Network",1
"Jair Sindra Virtuoso Junior",1
"Jahrom University of Medical Sciences",1
"JAEFS",1
"Jacobs Verlag",1
"JackBran Consult Ltda.",1
"Izdatelstvo Uralskogo Universiteta",1
"Ivano-Frankivsk National Medical University",1
"Iuridicum Foundation",1
"IUP",1
"Iuliu Hatieganu University of Medicine and Pharmacy, Cluj-Napoca",1
"ITP Press",1
"Italian e-Learning Association",1
"Italian Competition Authority",1
"Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise G. Caporale",1
"Istituto Superiore di Sanità",1
"Istituto Nazionale di Geofisica e Vulcanologia (INGV)",1
"Istituto Agronomico per l'Oltremare (IAO)",1
"Istanbul University-Cerrahpasa",1
"Istanbul University",1
"Istanbul Kültür University",1
"Istanbul Aydin University",1
"Isparta University of Applied Sciences Faculty of Forestry",1
"Isparta University of Applied Sciences",1
"Isländska sällskapet",1
"Island Dynamics",1
"Islamic Universty of Gaza",1
"Islamic University of Indragiri",1
"Islamic Sciences and Research Academy of Australia",1
"Islamic Education Management",1
"Islamic Dental Association of Iran",1
"Islamic Azad University<U+200B>",1
"Islamic Azad University, Varamin Branch",1
"Islamic Azad University, Shahrekord Branch",1
"Islamic Azad University, Marvdasht Branch",1
"Islamic Azad University, Isfahan Branch",1
"Islamic Azad University, Hamedan Branch",1
"Islamic Azad University Publishing",1
"Islamic Azad University of Arak",1
"Islamic Azad University-Najafabad",1
"Islamabad Medical & Dental College",1
"Islam Institut Agama Islam Negeri Sultan Maulana Hasanuddin",1
"Isik University",1
"Isfahan University of Medical Sciences, Medical Education Development Center",1
"ISEKI_Food Association (IFA)",1
"ISCA, University of Oxford",1
"ISC Collective",1
"Isarder",1
"IROI s.c.ar.l.",1
"Irkutsk State University",1
"Irish Learning Technology Association",1
"Irish College of Paramedics",1
"IRIEC – Université Paul-Valéry Montpellier 3",1
"Iranian Veterinary Surgery Association (IVSA)",1
"Iranian Society of Vibration and Acoustics",1
"Iranian Society of Structrual Engineering (ISSE)",1
"Iranian Society of Pharmacognosy",1
"Iranian Society of Pathology",1
"Iranian Society of Ophthalmology",1
"Iranian Society of Nanomedicine",1
"Iranian Society of Microbiology",1
"Iranian Society of Irrigation and Water",1
"Iranian Society of Criptology",1
"Iranian Research Institute for Information and Technology",1
"Iranian Occupational Health Association",1
"Iranian Medicinal Plants Society",1
"Iranian Journal of Health, Safety and Environment",1
"Iranian Institute of Research and Development in Chemical Industries (IRDCI)-ACECR",1
"Iranian Institute for Health Sciences Research",1
"Iranian Fisheries Research Organization",1
"Iranian Environmental Mutagen Society",1
"Iranian Association of Russian Language and Literature",1
"Iranian Association of Health Education and Health Promotion",1
"Iranian Association of Gastroenterology and Hepatology, Shiraz University of Medical Sciences",1
"Iranian Association of Endodontists; Iranian Center for Endodontic Research",1
"Iranian Association for Energy Economics",1
"Iran University of Science and Technology",1
"Iran Polymer & Petrochemical Institute",1
"Iran Energy Association (IEA) ",1
"Iran Banking Institute",1
"Iran's State of Expediency Council Monitoring Commission",1
"Iqra University ",1
"IPME",1
"IPM2KPE",1
"IPB University",1
"IP Morozov P.V.",1
"IP Habib O.N.",1
"IP Berlin A.V. ",1
"Iowa State University Digital Press",1
"Ion Motofei, Carol Davila University",1
"Ion Mincu University of Architecture and Urban Planning",1
"INVESTUR (Asociaciones de Investigaciones y Estudios de Turismo)",1
"Investigacion Cualitativa",1
"Interregional Association for Clinical Microbiology and Antimicrobial Chemotherapy",1
"InterOPTICS",1
"Internetworking Indonesia ",1
"International Viticulture and Enology Society",1
"International Union for Conservation of Nature (IUCN)",1
"International Travel Medicine Center of Iran",1
"International Society for the Study of Pilgrimage Art",1
"International Society for Neurofeedback and Research (ISNR)",1
"International Society for Fluoride Research Inc.",1
"International Society for Engineering Education (IGIP), Kassel University Press",1
"International Society for Educational Technology",1
"International Society for Development and Sustainability (ISDS)",1
"International Society for Bioelectromagnetism",1
"International Scientific Publications and Consulting Services (ISPACS) ",1
"International Science and Engineering Society, o.s.",1
"International School for Social and Business Studies",1
"International School Bangkok ",1
"International Research and Training Center for Information Technologies and Systems of NASU and MESU",1
"International Relations Study Program",1
"International Public Finance Conference/Turkey",1
"International Pharmaceutical Excipients Council",1
"International Nuclear Safety Journal",1
"International Mountain Society",1
"International Mire Conservation Group and International Peat Society",1
"International Medical Society",1
"International Medical Research and Development Corporation",1
"International Journal of Wellbeing",1
"International Journal of Sustainable Lighting",1
"International Journal of Society, Culture and Language",1
"International Journal of Secondary Metabolite",1
"International Journal of Scientific Research in Dental and Medical Sciences (IJSRDMS)",1
"International Journal of Russian Studies",1
"International Journal of Retina",1
"International Journal of Politic and Security",1
"International Journal of Orthodox Theology",1
"International journal of multicultural and multireligious understanding",1
"International Journal of Medical Students",1
"International Journal of Mathematical, Engineering and Management Sciences",1
"International Journal of Food and Agricultural Economics",1
"International Journal of Early Childhood Special Education",1
"International Journal of Cyber Criminology",1
"International Journal of Business Science and Applied Management ",1
"International Journal of Advances in Applied Mathematics and Mechanics",1
"International Islamic University Islamabad",1
"International Integrative Psychotherapy Association",1
"International Institute of Islamic Thought",1
"International Institute for the Science of Sintering, Beograd",1
"International Institute for Private Commercial and Competition Law",1
"International Institute for Applied Knowledge Management",1
"International Instititute of Social History",1
"International Graduate Centre for the Study of Culture",1
"International Forum of Educational Technology & Society",1
"International Food and Agribusiness Management Association",1
"International Étienne Gilson Society",1
"International Engineering and Technology Institute",1
"International Electronic Journal of Algebra",1
"International Educational and Social Sciences Association (IESSA)",1
"International Council of Ethnodoxologists",1
"International Council for Research and Innovation in Building and Construction",1
"International Council for Open and Distance Education (ICDE)",1
"International Coconut Community",1
"International Centre For Transactional Analysis Qualifications",1
"International Centre for Studies and Research Mediterranean Knowledge",1
"International Centre for Eye Health (ICEH), London",1
"International Biological and Medical Journals Publishing House Co., Limited",1
"International Biogeography Society",1
"International Astronomical Union",1
"International Association of Research Institutes in the History of Art (RIHA)",1
"International Association of Online Engineering (IAOE)",1
"International Association of Islamic Banks",1
"International Association of Genocide Scholars",1
"International Association for the Study of Popular Music",1
"International Association for the Advancement of Curriculum Studies ",1
"International Association for Postcolonial Linguistics",1
"International Association for Paleodontology",1
"International Association for Landscape Ecology, Chapter Germany",1
"International Association for Court Administration ",1
"International Assembly of the National Council of the Social Studies ",1
"International Ambient Media Association (iAMEA)",1
"International Academy of Ecology and Environmental Sciences ",1
"Intercollegiate Biomathematics Alliance",1
"Interactive Media Institute (IMI) ",1
"Inter-regional Institute for Spatial Development",1
"Inter-agency Network for Education in Emergencies (INEE)",1
"Integers",1
"Instytut Techniki Górniczej KOMAG",1
"Instytut Nauk Prawnych PAN",1
"Instytut Jezyka Polskiego",1
"Instytut Geopolityki",1
"Instytut Filozofii i Socjologii PAN, Komitet Socjologii PAN, Wydzial Filozofii i Socjologii UW ",1
"Instytut Badan Edukacyjnych",1
"Institutul de Studii Financiare",1
"Instituto Vianna Júnior",1
"Instituto Vasco de Administración Pública (IVAP)",1
"Instituto Universitário de Lisboa",1
"Instituto Universitario de Investigaciones Turísticas",1
"Instituto Universitario de Investigación Inudi Perú",1
"Instituto Universitario de Estudios Medievales",1
"Instituto Universitario Asociación Cristiana de Jóvenes",1
"Instituto Teológico de Murcia",1
"Instituto Tecnológico y de Estudios Superiores de Occidente",1
"Instituto Tecnológico Metropolitano - ITM",1
"Instituto Tecnológico de Sonora",1
"Instituto Tecnológico de Santo Domingo",1
"Instituto Superior Tecnológico de Formación Profesional Administrativa y Comercial, Guayaquil, Ecuador",1
"Instituto Superior Politécnico José Antonio Echeverría (CUJAE) ",1
"Instituto Superior Politécnico José Antonio Echeverría - Cujae",1
"Instituto Superior Politécnico de Viseu",1
"Instituto Superior Miguel Torga",1
"Instituto Superior del Profesorado N° 3 ""Eduardo Lafferriére"", Villa Constitución",1
"Instituto Superior de Formación Docente Salomé Ureña",1
"Instituto Superior de Engenharia de Lisboa (ISEL)",1
"Instituto Superior de Correlación Geológica",1
"Instituto Superior de Ciências Educativas (ISCE)",1
"Instituto Superior de Ciências de Educação do Huambo",1
"Instituto Social del MERCOSUR",1
"Instituto Politecnico Nacional",1
"Instituto Politécnico de Bragança",1
"Instituto Peruano de Orientación Psicológica – IPOPS",1
"Instituto Pecege",1
"Instituto Paulista de Estudos Bioéticos e Jurídicos",1
"Instituto para la Investigación educativa y el Desarrollo Pedagógico - IDEP",1
"Instituto Oswaldo Cruz, Ministério da Saúde",1
"Instituto Noos",1
"Instituto Nacional del Investigaciones Forestales, Agrícolas y Pecuarias",1
"Instituto Nacional de Tecnología Agropecuaria (INTA)",1
"Instituto Nacional de Salud Pública",1
"Instituto Nacional de Salud de los Trabajadores",1
"Instituto Nacional de Salud (INS)",1
"Instituto Nacional de Pesquisas da Amazônia",1
"Instituto Nacional de Pediatría",1
"Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias",1
"Instituto Nacional de Investigación en Salud Pública (INSPI)",1
"Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira",1
"Instituto Nacional de Câncer José Alencar Gomes da Silva (INCA)",1
"Instituto Moll",1
"Instituto Mises Brasil",1
"Instituto Mexicano de Tecnología del Agua",1
"Instituto Mexicano de Ejecutivos de Finanzas ",1
"Instituto Materno Infantil de Pernambuco",1
"Instituto Israelita de Ensino e Pesquisa Albert Einstein",1
"Instituto Interuniversitario de Geografía (Universidad de Alicante)",1
