"Publishers","Journals"
"Minerals, Metals and Materials Society (TMS)",3
"Modern Science Publishers",3
"Mohr Siebeck",3
"NASEN",3
"National Council on Family Relations",3
"Naturfagsenteret",3
"Nihon Kinzoku Gakkai",3
"Open Academia",3
"Oxford Brookes University",3
"Pascasarjana Universitas Negeri Malang",3
"Pathological Society of Great Britain and Ireland",3
"PeerJ",3
"Penerbit Universiti Teknologi Malaysia Press",3
"Pharmainfo Publications",3
"PhysMath Central",3
"Physical Society of Japan",3
"Physiological Society",3
"Polish Academy of Arts and Sciences",3
"Practical Action Publishing",3
"Prime Minister's Office",3
"ProgHist",3
"RS Global Sp. z O.O.",3
"Radical Philosophy Association",3
"Radiological Society of North America",3
"Regional Euro-Asian Biological Invasions Centre (REABIC)",3
"Regional Studies Association",3
"Renaissance Society of America",3
"Robotics and Automation Society",3
"Rockefeller University Press",3
"Rocky Mountain Mathematics Consortium",3
"Royal College of General Practitioners",3
"Royal Institute of Philosophy",3
"Royal Society of Edinburgh",3
"Royal Society of Medicine Press",3
"Royal Swedish Academy of Sciences",3
"Russian Psychological Society",3
"SCI",3
"Sapient Press",3
"Scholedge R&amp;D Center (formerly Scholedge Publishing)",3
"School of Slavonic and East European Studies",3
"SciCell",3
"Scientific Planet Society",3
"ScientificWebJournals (SWJ)",3
"Scientist Link Group of Publications",3
"Section of Environment, Energy, and Resources",3
"Section of Litigation",3
"Section of Taxation",3
"Slovak University of Technology",3
"Smile Nation - Lets Smile Together",3
"Sociedad Española de Psiquiatría Biológica",3
"Society for Business Ethics",3
"Society for Conservation Biology",3
"Society for Financial Studies",3
"Society for Integrative and Comparative Biology",3
"Society for Personality and Social Psychology (SPSP)",3
"Society for Research in Child Development",3
"Society for the Psychological Study of Social Issues",3
"Society of Antiquaries of London",3
"Society of Biblical Literature",3
"Society of Critical Care Medicine",3
"Society of Exploration Geophysicists",3
"Society of Nuclear Medicine",3
"Society of Plastics Engineers",3
"Spanish Society of Statistics and Operations Research",3
"St Jerome Publishing",3
"Suomen Metsätieteellinen Seura ry",3
"TARU Publications",3
"TMKarpinski Publisher",3
"Teratology Society",3
"Textile Institute",3
"The Donner Institute",3
"Tort Trial and Insurance Practice Section",3
"Turner White Communications",3
"Ulmer",3
"Universidad Distrital Francisco José de Caldas",3
"Universidad Industrial de Santander",3
"Universidad Nacional Autonoma de Mexico",3
"Universidad de Cadiz",3
"Universidad de Las Palmas de Gran Canaria",3
"Universidade de São Paulo",3
"University Council for Educational Administration",3
"University Ss Kiril and Metodij",3
"University of Debrecen Faculty of Economics",3
"University of Karachi",3
"University of Leicester Open Journals",3
"University of Notre Dame",3
"University of Novi Sad",3
"University of Warsaw",3
"University of Zielona Gora",3
"Université Clermont Auvergne",3
"Upright Research Publications",3
"Urban and Partner",3
"Usmanu Danfodiyo University Teaching Hospital",3
"Vieweg Verlag",3
"Weed Science Society of America",3
"Westburn Publishers",3
"Wildlife Society",3
"Wuhan University",3
"Yildiz Technical University",3
"Zhejiang University Press",3
"Éditions EDK",3
"ACCENTS",2
"AOTrauma",2
"ASLIB",2
"Academia das Ciências de Lisboa",2
"Academic Research Group",2
"Academy of Criminal Justice Sciences",2
"Academy of Mathematics and Systems Science",2
"Actuarial Profession, The",2
"Adenine Press",2
"Ain Shams University",2
"Akademie ved Ceské republiky, Knihovna",2
"Akademie ved Ceské republiky, Matematický ústav",2
"Alliance of Digital Humanities Organizations",2
"American Academy of Advertising",2
"American Academy of Business",2
"American Academy of Nursing",2
"American Academy of Oral Medicine",2
"American Academy of Oral and Maxillofacial Radiology",2
"American Academy of Pediatric Dentistry",2
"American Academy of Psychoanalysis and Dynamic Psychiatry",2
"American Academy of Sleep Medicine",2
"American Association for Public Opinion Research",2
"American Association of Anatomists",2
"American Association of Cereal Chemists",2
"American Association of Diabetes Educators (AADE)",2
"American Association of Immunologists",2
"American Association of Nurse Practitioners",2
"American Association of Petroleum Geologists",2
"American Association of Physicists in Medicine",2
"American Association of Physics Teachers",2
"American Association of Teachers of German",2
"American Astronautical Society",2
"American Bryological and Lichenological Society",2
"American College of Clinical Pharmacology",2
"American College of Gastroenterology",2
"American College of Nurse-Midwives",2
"American College of Oral and Maxillofacial Surgery",2
"American College of Physicians",2
"American Dental Education Association",2
"American Entomological Society",2
"American Federation for Medical Research (AFMR)",2
"American Headache Society",2
"American Institute of Biological Sciences",2
"American Laryngological, Rhinological, and Otological Society",2
"American Marketing Association",2
"American Public Health Association",2
"American Society for Bone and Mineral Research",2
"American Society for Cell Biology",2
"American Society for Clinical Investigation",2
"American Society for Environmental History",2
"American Society for Investigative Pathology (ASIP)",2
"American Society for Quality",2
"American Society of Andrology",2
"American Society of Animal Science",2
"American Society of International Law",2
"American Society of Mammalogists",2
"American Society of Nephrology",2
"American Society of Neuroimaging",2
"American Veterinary Medical Association (AVMA)",2
"Ammons Scientific",2
"Anatomical Society of Great Britain and Ireland",2
"Aperio",2
"Aristotelian Society",2
"Ashgate Publishing",2
"Asociación Española de Contabilidad y Administración de Empresas",2
"Asociación Española de Farmacéuticos Analistas (AEFA)",2
"Association for Israel Studies",2
"Association for Learning Technology",2
"Association for the Advancement of Artificial Intelligence",2
"Association of Environmental and Resource Economists",2
"Associazione Paolo Sylos Labini",2
"Associação Portuguesa dos Recursos Hídricos (APRH)",2
"Australian Library and Information Association",2
"BAPIO Publications",2
"Barnard Press",2
"Beihang University",2
"Beijing Forestry University",2
"Beilstein-Institut",2
"Betasciencepress Publishing",2
"Biblijski Institut",2
"BioOne",2
"Bogdan Chmelnitsky Melitopol State Pedagogical University",2
"Botanic Garden and Botanical Museum Berlin-Dahlem (Botanischer Garten und Botanisches Museum Berlin-Dahlem)",2
"Botanical Society of China",2
"Botanical Society of the British Isles",2
"British Academy",2
"British Academy of Management",2
"British Association for American Studies",2
"British Association for Behavioural and Cognitive Psychotherapies",2
"British Association for Psychopharmacology",2
"British Association for Sexual and Relationship Therapy (BASRT)",2
"British Association of Psychotherapists",2
"British Association of Sexual Health and HIV",2
"British Association of Social Workers",2
"British Association of Urological Surgeons (BAUS)",2
"British Cardiovascular Society",2
"British Dental Association (BDA)",2
"British Educational Leadership, Management and Admin Society",2
"British Educational Research Association (BERA)",2
"British Equine Veterinary Association",2
"British Institute in Eastern Africa",2
"British Institute of Non-destructive Testing",2
"British International Studies Association",2
"British Journal of Surgery Society",2
"British Library",2
"British Poultry Science",2
"British Society for Immunology",2
"British Society for Plant Pathology",2
"British Society for Surgery of the Hand",2
"British Society for the History of Science",2
"British Society of Gastroenterology (BSG)",2
"British Society of Soil Science",2
"British Veterinary Association",2
"CIRAD",2
"CRIFPE",2
"Cambridge Philosophical Society",2
"Campus di Rimini",2
"Canadian Academic Accounting Association",2
"Canadian Network for Innovation in Education (CNIE)",2
"Canadian Political Science Association",2
"Center for Promoting Education and Research",2
"Centre Sèvres - Facultés jésuites de Paris",2
"Centre de Recherche et de Documentation sur les Amériques",2
"Centre for Reformation and Renaissance Studies",2
"Centro Centroamericano de Población",2
"Centro de Ensino Superior de Juiz de Fora (CESJF)",2
"Centro de Estudos Anglísticos",2
"Centro de Estudos Interdisciplinares do Século XX",2
"Centro de Linguística (CLUP)",2
"China Association for Management of Techonology",2
"Chinese Anti-Cancer Association",2
"Chinese Medical Association",2
"Cimmeria Publishing",2
"Circuits and Systems Society",2
"Clifford Beers Foundation",2
"College Art Association",2
"College of Health and Human Sciences",2
"Comenius University",2
"Compuscript",2
"Comunitat Valenciana, Col·legi Oficial de Bibliotecaris i Documentalistes (COBDCV)",2
"Control Systems Society",2
"Corporation des bibliothécaires professionnels du Québec",2
"Council for British Research in the Levant",2
"Council of the KwaZulu-Natal Museum",2
"Coventry University",2
"Croatian Society of Chemical Engineers",2
"Departamento de Administração",2
"Departamento de Línguas e Culturas",2
"Department of Emergency Medicine",2
"Department of General Linguistics",2
"Developmental Psychology Section",2
"Digital Information Research Foundation",2
"Dipartimento di Architettura",2
"Dipartimento di Beni Culturali",2
"Dipartimento di Scienze Agrarie",2
"Dipartimento di Scienze Politiche e Sociali",2
"Dipartimento di Scienze per la Qualità della Vita",2
"DireDawa University",2
"Dubai Health Authority",2
"E-NAMTILA",2
"ECSA Austria (European Communities Studies Association Austria)",2
"EL-MED-Pub Publishers",2
"EPI SCP",2
"Early Theatre",2
"Ebioscholar",2
"Ecole des Hautes Etudes en Sciences Sociales",2
"Edições Universitárias Lusófonas",2
"Egyptian British Biological Society",2
"English Folk Dance and Song Society",2
"Escola Superior de Gestão, Hotelaria e Turismo",2
"Escuela de Teología, Filosofía y Humanidades",2
"European Acoustics Association",2
"European Association for Cardio-Thoracic Surgery",2
"European Health Management Association",2
"European School of Oncology (ESO)",2
"Faculdade Campo Limpo Paulista",2
"Faculdade de Educação e Psicologia",2
"Facultad de Ciencias de la Educacion",2
"Facultad de Ingenierías Fisicomecánicas",2
"Faculteit Bouwkunde",2
"Faculty of Engineering",2
"Faculty of Law",2
"Faculté de Médecine",2
"Fakultas Kesehatan Masyarakat Universitas Nusa Cendana",2
"Federation of Animal Science Societies",2
"Finnish Zoological and Botanical Publishing Board",2
"Forestry Research Centre",2
"French Academy of Sciences",2
"French Society of Cardiology",2
"Fundação Calouste Gulbenkian",2
"Förvaltningshögskolan",2
"Gallaudet University Press",2
"General Directorate of Mineral Research and Exploration",2
"Genetics Society of America",2
"Gesellschaft Deutscher Chemiker e.V. (GDCh)",2
"Guttmacher Institute",2
"HFSP Publishing",2
"Heat Transfer Division",2
"Hebrew University Magnes Press",2
"Heidelberg University Publishing (heiUP)",2
"Heldref Publications",2
"Helvetic Editions",2
"Herpetologists League",2
"Hungarian Central Statistical Office",2
"IEEE Canada",2
