"publisher","journals","reviews"
"National Strength and Conditioning Association (NSCA)",3,"1904"
"Institution of Chemical Engineers",3,"1829"
"American Gastroenterological Association",3,"1759"
"International Association for Vegetation Science",3,"1747"
"Acoustical Society of America",3,"1710"
"American Concrete Institute",3,"1576"
"British Educational Research Association (BERA)",3,"1489"
"American Physical Therapy Association",3,"1322"
"British Society for Plant Pathology",3,"1268"
"Society for Research in Child Development",3,"1184"
"Royal Statistical Society",3,"1160"
"VM MEDIA SP ZOO VM GROUP SPOLKA KOMANDYTOWA",3,"1078"
"Sharif University of Technology",3,"1040"
"Zoological Society of London",3,"920"
"Open Academia",3,"840"
"International Council on Systems Engineering",3,"838"
"Association for the Sciences of Limnology and Oceanography",3,"797"
"Penerbit Universiti Kebangsaan Malaysia",3,"771"
"AVS Science and Technology Society",3,"657"
"Gh. Asachi Technical University of Iasi",3,"619"
"Royal Geographical Society (with the Institute of British Geographers)",3,"606"
"University of Southern California",3,"606"
"Seismological Society of America",3,"547"
"American Nuclear Society",3,"534"
"American Society of Agronomy",3,"527"
"Eurographics - The European Association for Computer Graphics",3,"513"
"Innovare Academic Sciences",3,"464"
"Central Fisheries Research Inst",3,"450"
"Society for Information Display",3,"435"
"The Wildlife Society",3,"425"
"American Society for Clinical Pharmacology and Therapeutics (ASCPT)",3,"351"
"Crop Science Society of America",3,"346"
"Universidad Industrial de Santander",3,"342"
"Scientific Publishing House “DARWIN”",3,"316"
"Athabasca University",3,"275"
"South African Chemical Institute",3,"270"
"Shahid Rajaee Teacher Training University",3,"260"
"Basrah University",3,"246"
"EMH Swiss Medical Publishers Ltd.",3,"237"
"American Association of Petroleum Geologists",3,"236"
"James Cook University",3,"233"
"CRL Publishing",3,"229"
"Taiwan Association of Engineering and Technology Innovation",3,"226"
"The Institute of Electronics, Information and Communication Engineers (IEICE)",3,"224"
"Maruzen Co., Ltd/Maruzen Kabushikikaisha",3,"207"
"University of Technology- Iraq",3,"207"
"Physical Society of Japan",3,"196"
"Japan Society for Analytical Chemistry",3,"191"
"IUCN/SSC Primate Specialist Group",3,"189"
"Ascend Media",3,"188"
"Anadolu Universitesi",3,"183"
"Lublin University of Technology",3,"174"
"Chinese Society of Agricultural Engineering",3,"171"
"Deutscher Arzte-Verlag",3,"170"
"Harbin Institute of Technology",3,"169"
"Rinton Press Inc.",3,"168"
"Società Geologica Italiana",3,"168"
"University of Agricultural Sciences and Veterinary Medicine",3,"168"
"Universidade de Brasilia",3,"153"
"Universiti Malaysia Sarawak",3,"140"
"ACECR",3,"133"
"Econometric Society",3,"112"
"Universidad de Navarra",3,"112"
"Iranian Chemical Society",3,"111"
"King Saud University Press",3,"106"
"Korean Mathematical Society",3,"101"
"Polish Psychiatric Association",3,"100"
"American Association on Intellectual and Developmental Disabilities",3,"96"
"University of Minnesota",3,"94"
"University of Notre Dame",3,"93"
"Universidade Estadual de Campinas",3,"90"
"Beijing Institute of Technology",3,"88"
"Bohn Stafleu van Loghum",3,"88"
"Publishing House of Natural Science and Technology, Vietnam",3,"88"
"Sabinet",3,"88"
"Lynne Rienner Publishers",3,"87"
"Universidad Nacional de Educacion a Distancia",3,"84"
"Julius Kühn-Institut",3,"82"
"Society for American Archaeology",3,"81"
"University of Economics, Prague",3,"81"
"Association of College and Research Libraries",3,"80"
"Hong Kong Academy of Medicine Press",3,"76"
"University of Illinois at Urbana-Champaign",3,"76"
"International Journal of Medical Science and Health Research",3,"75"
"Imprint Academic",3,"67"
"Technical University of Wroclaw",3,"67"
"Almindelige Danske Laegeforening - Danish Medical Association",3,"65"
"Ege University Press",3,"64"
"Tohoku University",3,"62"
"University of Rijeka",3,"61"
"University of South Florida M3 Center",3,"60"
"Peking University",3,"59"
"Comunicaciones Cientificas Mexicanas S.A. de C.V.",3,"58"
"Institut Pengurusan Penyelidikan (RMI), Universiti Teknologi MARA",3,"56"
"Babol University of Medical Sciences",3,"55"
"ACG Publications",3,"54"
"Ital Publication",3,"52"
"Asian Research Association",3,"51"
"Society for the Psychological Study of Social Issues",3,"51"
"Technical University of Kosice",3,"51"
"White Horse Press",3,"51"
"Edizioni Luigi Pozzi S.r.l.",3,"50"
"Amer. Soc. Heating, Ref. Air-Conditoning Eng. Inc.",3,"48"
"Australian Academic Press",3,"48"
"Element d.o.o.",3,"48"
"Bulgarian Academy of Sciences",3,"45"
"Universidad de Tarapaca",3,"45"
"Instytut Matematyczny",3,"43"
"Naukova Dumka",3,"42"
"Oncology Nursing Society",3,"42"
"Chinese Optical Society",3,"41"
"Jilin University Press",3,"41"
"Josip Juraj Strossmayer University",3,"41"
"Universitat de Valencia",3,"41"
"University of Sheffield",3,"41"
"Misr International University",3,"40"
"Celsius Publishing House",3,"39"
"Scienceweb Publishing",3,"39"
"Shaheed Beheshti University of Medical Sciences and Health Services",3,"39"
"Chinese Academy of Medical Sciences",3,"38"
"Pavilion",3,"38"
"Universidad de San Buenaventura",3,"38"
"Atomic Energy Society of Japan",3,"37"
"SAE International Conferences",3,"37"
"Universidad Autonoma del Estado de Mexico",3,"37"
"Universidad Autonoma de Madrid",3,"37"
"Natsional'na Akademiya Nauk Ukrainy",3,"36"
"Australian National University",3,"35"
"Presses de l'Universite de Montreal",3,"34"
"Enviro Media",3,"33"
"Cambridge Media",3,"31"
"Chinese Institute of Electronics",3,"31"
"Institution of Engineering and Technology",3,"31"
"Librello Publishing",3,"30"
"Universidade Federal do Ceará",3,"30"
"Drunpp-Sarajevo",3,"29"
"A.D.A.C.",3,"28"
"Universa Press",3,"28"
"Hamad Bin Khalifa University Press (HBKU Press)",3,"27"
"Tsing Hua University",3,"27"
"University of Babylon",3,"27"
"Consejo Superior de Investigaciones Cientificas, Instituto de Economia y Geografia Aplicadas",3,"26"
"Faculty of Agriculture University of Brawijaya",3,"26"
"International Institute of Anticancer Research",3,"26"
"Universitat Autonoma de Barcelona",3,"26"
"Centro de Investigacion y Docencia Economicas A.C.",3,"25"
"Deutscher Fachverlag GmbH",3,"23"
"Indonesian Journal Publisher",3,"23"
"National Chengchi University",3,"23"
"Research Information Ltd",3,"23"
"Universidade Estadual Paulista - UNESP",3,"23"
"University of New Mexico",3,"23"
"Centro De Estudios Politicos y Constitucionales",3,"22"
"TeknoScienze",3,"21"
"Bioflux Publishing House",3,"19"
"Universidad Carlos III de Madrid",3,"19"
"Universidad Simon Bolivar",3,"19"
"Universitat Jaume I",3,"19"
"Asian Publication Corporation",3,"18"
"Information Processing Society of Japan",3,"18"
"Japan Society of Civil Engineers",3,"18"
"National Association for Special Educational Needs",3,"18"
"Betasciencepress",3,"17"
"Geist Science",3,"17"
"Universitas Muhammadiyah Sidoarjo",3,"17"
"National Herbarium Nederland",3,"16"
"Nexus Academic Publishers",3,"16"
"Statistics Canada",3,"16"
"eScholarship Repository",3,"15"
"Omah Jurnal Sunan Giri (OJSG)",3,"15"
"J.C. Cotta'sche Buchhandlung Nachvolger GmbH",3,"14"
"National Taiwan University of Science and Technology",3,"14"
"University of California, Berkeley",3,"14"
"Hikari Ltd.",3,"13"
"Verlag der Oesterreichischen Akademie der Wissenschaften",3,"13"
"Aarhus University Press",3,"12"
"Freund Publishing House Ltd",3,"12"
"H & T Publication",3,"12"
"Pontificia Universidade Catolica do Rio de Janeiro",3,"12"
"Universitatea Babes-Bolyai",3,"12"
"University of Wollongong",3,"12"
"Editions ESKA",3,"11"
"Indian Society for Development and Environment Research",3,"11"
"Kasetsart University",3,"11"
"McFarland and Company, Inc",3,"11"
"University of New Brunswick",3,"11"
"University of Pennsylvania",3,"11"
"Canadian Institute for Knowledge Development",3,"10"
"Panstwowy Zaklad Higieny/National Institute of Hygiene",3,"10"
"Research India Publications",3,"10"
"Berghahn Books Inc.",3,"9"
"Sociedade Brasileira de Patologia Clínica",3,"9"
"University of Melbourne",3,"9"
"Berghahn Books",3,"8"
"Jannetti Publications, Inc.",3,"8"
"Society of American Foresters",3,"8"
"TARU Publications",3,"8"
"Dynamic Publishers",3,"7"
"Massachusetts Institute of Technology",3,"7"
"Modern Humanities Research Association",3,"7"
"University of Malta",3,"7"
"Govi-Verlag Pharmazeutischer Verlag GmbH",3,"6"
"ISISnet: Innovative Scientific Information Services Network",3,"6"
"Universidade de Aveiro",3,"6"
"Asian Business Consortium",3,"5"
"BioPublisher - Faculty of Biology Universitas Jenderal Soedirman University",3,"5"
"Central South University of Technology",3,"5"
"Whiting and Birch",3,"5"
"ADI Publisher",3,"4"
"American Ceramic Society",3,"4"
"Brown University",3,"4"
"DJ Publications",3,"4"
"Edizioni Universita Macerata",3,"4"
"EuroJournals, Inc.",3,"4"
"Institute of Information and Communication Technologies, Bulgarian Academy of Sciences",3,"4"
"Transilvania University Press",3,"4"
"Vandenhoeck and Ruprecht GmbH and Co. KG",3,"4"
"Wuhan University",3,"4"
"Al-Farabi Kazakh National University",3,"3"
"Carocci Editore",3,"3"
"China Association for Science and Technology",3,"3"
"Deutsche Forschungsgemeinschaft",3,"3"
"Edizioni Scientifiche Italiane SpA",3,"3"
"Kluwer Law International",3,"3"
"Men's Studies Press",3,"3"
"Publons",3,"3"
"Scholars Middle East Publishers",3,"3"
"Transaction Periodicals Consortium",3,"3"
"University of Pittsburgh",3,"3"
"American-Eurasian Network for Scientific Information",3,"2"
"Baerenreiter Verlag",3,"2"
"Cherkas Global University Press (CGUP)",3,"2"
"Documentation Francaise",3,"2"
"INSIO Scientific Books and Periodicals",3,"2"
"Nexus Medica Editores,SL",3,"2"
"Pappin Communications",3,"2"
"Presses Universitaires du Mirail",3,"2"
"Redprint Editora Ltda",3,"2"
"UA Publications",3,"2"
"Universitas Indraprasta PGRI",3,"2"
"International Society for Magnetic Resonance in Medicine",2,"21199"
"American Dairy Science Association",2,"17771"
"British Association of Dermatologists",2,"12144"
"American Society of Neuroradiology",2,"8722"
"Impact Journals LLC",2,"7265"
"Association for the Study of Medical Education",2,"7133"
"British Pharmacological Society",2,"6775"
"Sociedade Brasileira de Cardiologia",2,"6258"
"European Academy of Allergy and Clinical Immunology",2,"5475"
"Genetics Society of America",2,"4900"
"Institute of Advanced Engineering and Science",2,"4196"
"Sociedade Brasileira de Química",2,"4016"
"Society for Investigative Dermatology (SID)",2,"4010"
"Society for Neuroscience",2,"3223"
"The Royal Australasian College of Physicians",2,"3137"
"Society for the Study of Addiction",2,"3089"
"Associação Brasileira de Saúde Coletiva",2,"2936"
"Chartered Institution of Water and Environmental Management",2,"2863"
"Royal Australian College of General Practitioners",2,"2831"
"Royal College of General Practitioners",2,"2720"
"Sociedade Brasileira de Medicina Tropical",2,"2415"
"Centers for Disease Control and Prevention (CDC)",2,"2363"
"The Journal of Rheumatology Publishing Company Ltd.",2,"2310"
"Chinese Society of Electrical Engineering",2,"2296"
"Association for Research in Vision and Ophthalmology Inc.",2,"2262"
"Society of Environmental Toxicology & Chemistry (SETAC)",2,"2169"
"Society of Industrial Chemistry",2,"2123"
"American College of Physicians",2,"2079"
"Sage Publications Ltd",2,"2043"
"American Society of Plant Biologists",2,"2000"
"Universiti Malaysia Terengganu",2,"1993"
"Association for Child and Adolescent Mental Health",2,"1950"
"Royal College of Obstetricians and Gynaecologists",2,"1896"
"British Society for Immunology",2,"1856"
"British Society of Soil Science",2,"1790"
"American Association of Pharmaceutical Scientists",2,"1767"
"Physiological Society",2,"1761"
"Royal College of Surgeons of England",2,"1675"
"Conselho Brasileiro De Oftalmologia",2,"1506"
"International Society of Blood Transfusion",2,"1421"
"British Institute of Learning Disabilities",2,"1401"
"Medical Journals Sweden AB",2,"1387"
"Pontifícia Universidade Católica do Paraná",2,"1373"
"Royal Society of Tropical Medicine and Hygiene",2,"1360"
"Sociedade Brasileira de Endocrinologia e Metabologia",2,"1263"
"Indian Council of Medical Research",2,"1255"
"Poultry Science Association",2,"1236"
"Ecological Society of Australia",2,"1202"
"Chemical Society of Japan",2,"1175"
"Pakistan Medical Association",2,"1138"
"International Federation of Automatic Control",2,"1134"
"Royal College of Physicians",2,"1118"
"Saudi Medical Journal",2,"1096"
"International Society of Feline Medicine",2,"1029"
"ubiJournals",2,"988"
"American Veterinary Medical Association",2,"980"
"Fundação Getúlio Vargas",2,"948"
"Chinese Chemical Society",2,"875"
"The Society for Modeling & Simulation International",2,"866"
"International Association of Bioethics",2,"858"
"American Society of Criminology",2,"808"
"Pontifícia Universidade Católica de Campinas",2,"769"
"The Resilience Alliance",2,"734"
"King Faisal Specialist Hospital and Research Centre",2,"728"
"Royal Swedish Academy of Sciences",2,"714"
"Beilstein-Institut",2,"681"
"British Academy of Management",2,"678"
"Royan Institute",2,"640"
"Economic Society of Australia",2,"638"
"Society of Nuclear Medicine and Molecular Imaging",2,"594"
"American Society for Gastrointestinal Endoscopy",2,"590"
"Turkish Neurological Society",2,"585"
"Japanese Society of Internal Medicine",2,"584"
"Asian Chemical Editorial Society",2,"576"
"Beihang University",2,"567"
"Australian Psychology Society",2,"558"
"ISPOR",2,"557"
"Oikos Publishers Inc.",2,"557"
"Society for the Experimental Analysis of Behavior",2,"547"
"Applied Computational Electromagnetics Society (ACES)",2,"535"
"Korean Urological Association",2,"530"
"Korean Institute of Electrical Engineers",2,"529"
"International League Against Epilepsy",2,"523"
"S.O.G. CANADA Inc.",2,"516"
"American Association of Clinical Endocrinologists",2,"511"
"United Kingdom Literacy Association",2,"503"
"National Council on Family Relations",2,"500"
"Decision Sciences Institute",2,"495"
"Soil Science Society of America",2,"483"
"American Association of Physics Teachers",2,"456"
"International Association for Food Protection",2,"446"
"American Society for Horticultural Science",2,"442"
"British Veterinary Association",2,"442"
"Tabriz University of Medical Sciences",2,"433"
"Turkish Anaesthesiology and Intensive Care Society",2,"426"
"Botanical Society of America Inc.",2,"420"
"Chemistry Central",2,"409"
"European Consortium for Political Research",2,"408"
"Mammal Society",2,"408"
"Sociedade Brasileira de Quimica",2,"402"
"Shahrekord University of Medical Sciences",2,"399"
"Carden Jennings Publishing Co., Ltd.",2,"394"
"University of Surrey",2,"394"
"Royal Microscopical Society",2,"386"
"International Association of Applied Psychology",2,"385"
"MedReviews LLC",2,"384"
"Canadian Veterinary Medical Association",2,"377"
"The Italian Society of Silviculture and Forest Ecology (SISEF)",2,"376"
"American Association for Clinical Chemistry",2,"374"
"Chemical Industry Press",2,"372"
"New York Academy of Sciences",2,"372"
"Institute of Control, Robotics and Systems",2,"368"
"Serbian Chemical Society",2,"365"
"Clarivate Analytics",2,"364"
"Sigma Theta Tau International The Honor Society of Nursing",2,"357"
"Society of Rheology",2,"347"
"Oxford University",2,"341"
"American Society for Cell Biology",2,"337"
"National Center for Scientific Research",2,"331"
"Vinca Inst Nuclear Sci",2,"322"
"European Publishing",2,"320"
"Chinese Academy of Sciences, Institute of Botany",2,"319"
"ASA/CSSA/SSSA",2,"318"
"Varna University of Management",2,"317"
"Naklada Slap d.o.o",2,"313"
"Asociatia pentru Cresterea Vizibilitatii Cercetarii Stiintifice (ACVCS)",2,"310"
"Aracne Editrice",2,"303"
"Australasian Society for Immunology Inc.",2,"299"
"Associacao Brasileira de Divulgacao Cientifica",2,"296"
"Physicians Postgraduate Press Inc.",2,"291"
"TESOL International Association",2,"290"
"IMR Press",2,"286"
"Association for the Study of Ethnicity and Nationalism",2,"275"
"Defense Scientific Information and Documentation Centre",2,"270"
"Editora da Universidade Estadual de Maringá",2,"262"
"International Glaciology Society",2,"255"
"Association for Information Systems",2,"254"
"Associação Brasileira de Saúde Coletiva (ABRASCO)",2,"251"
"Centre for Strategic and International Entrepreneurship, Cracow University of Economics",2,"251"
"Massachusetts Institute of Technology (MIT)",2,"250"
"China Pharmaceutical University",2,"246"
"International Permafrost Association",2,"241"
"American College of Clinical Pharmacology",2,"237"
"SEPM Society for Sedimentary Geology",2,"236"
"AAHPERD",2,"233"
"Chinese Rare Earth Society",2,"232"
"Colegio Oficial de Psicologos Asturias",2,"230"
"Digital ProScholar Media",2,"230"
