"Publishers","Journals"
"Computational Geometry Laboratory",1
"Compiler",1
"Community and Urban Sociology Section",1
"Communication Direction Institute",1
"Commonwealth of Learning",1
"Commonwealth Forestry Association",1
"Committee on Thermodynamics and Combustion",1
"Committee on Polar Research",1
"Committee on Metrology and Scientific Instrumentation",1
"Committee on Geodesy",1
"Committee on Data for Science and Technology (CODATA)",1
"Committee on Agronomic Sciences",1
"Committee of Mining",1
"Committee of Mechanical Engineering",1
"Committee of Environmental Engineering",1
"Committee of Electronics and Telecommunications",1
"Committee for Quaternary Research",1
"Committee for Psychological Sciences",1
"Committee for Philology",1
"Commitee on Metallurgy",1
"Comité national de l’estampe",1
"Colorado Theological Seminary",1
"Colloquium on Violence & Religion",1
"Collegium of Economic Analysis",1
"College of Tourism",1
"College of Surgeons of Sri Lanka",1
"College of Surgeons of Hong Kong",1
"College of Science for Women",1
"College of Public Health Sciences",1
"College of Optometrists",1
"College of Natural and Applied Sciences",1
"College of Medicine",1
"College of Diplomates",1
"College of Business and Economics",1
"College of American Pathologists",1
"Colegio de Médicos y Cirujanos de Costa Rica",1
"Colegio Profesional de Psicologos de Costa Rica",1
"Colegio Oficial de Psicólogos del Principado de Asturias",1
"Colegio Oficial de Enfermería de Málaga",1
"Colegio Médico del Perú",1
"Colegio Argentino de Cardioangiólogos Intervencionistas",1
"Colegiado de Filosofia",1
"Colectivo para el Análisis Pluridisciplinar de la Iconografía Religiosa Europea",1
"Cognizant Communication Corporation",1
"Code4Lib Journal",1
"Coasts, Oceans, Ports and Rivers Institute",1
"Clinical Immunology Society",1
"Clay Minerals Society",1
"Classical Association of the Middle West and South",1
"Classical Association of Canada",1
"Clarivate Analytics",1
"City University of Hong Kong",1
"City Medical Emergency Department",1
"Cisui-Centro interuniversitario per la storia delle università italiane",1
"Church Monuments Society",1
"Christian Archaeological Society (<U+03A7><U+0391><U+0395>)",1
"Chinese Journal of Lung Cancer",1
"Chinese Journal of Cancer Research",1
"Chinese Geophysical Society",1
"Chinese Automatic Control Society",1
"Chinese Association for Agricultural Economics",1
"Chinese Anti-Cancer Association",1
"Chinese Academy of Social Sciences",1
"Chinese Academy of Agricultural Sciences (CAAS)",1
"China University of Petroleum",1
"China National Rice Research Institute",1
"China Fortune Press",1
"China Association of Chinese Medicine",1
"China Agricultural University",1
"Chemical Industry and Engineering Society of China",1
"Chartered Financial Analysts Institute",1
"Charles University",1
"Chair of Development and Assembly of Textile Products",1
"Chair in Mennonite Studies",1
"Chair History of Architecture and Urban Planning",1
"Cereals & Grains Association",1
"Centrum pro otázky životního prostredí",1
"Centros de Altos Estudios",1
"Centro em Rede de Investigação em Antropologia",1
"Centro de Literatura Portuguesa (CLP)",1
"Centro de Linguística (CLUP)",1
"Centro de Investigação em Educação",1
"Centro de Investigação em Didáctica e Tecnologia na Formação de Formadores",1
"Centro de Investigação em Desporto, Saúde e Desenvolvimento Humano",1
"Centro de Investigação e Estudos de Sociologia",1
"Centro de Investigação Media e Jornalismo",1
"Centro de Investigación y Docencia Económica",1
"Centro de Investigación",1
"Centro de Investigaciones y Publicaciones Farmaceuticas",1
"Centro de Investigaciones Agropecuarias",1
"Centro de Investigaciones",1
"Centro de Innovación y Productividad para la Investigación y Desarrollo",1
"Centro de História da Sociedade e da Cultura",1
"Centro de Filosofia da Universidade de Lisboa (CFUL)",1
"Centro de Filosofia",1
"Centro de Estudos dos Povos e Culturas de Expressão Portuguesa",1
"Centro de Estudos de Teatro",1
"Centro de Estudos de Serviço Social e Sociologia",1
"Centro de Estudos de História Religiosa",1
"Centro de Estudos de Filosofia",1
"Centro de Estudos de Comunicação e Cultura (CECC)",1
"Centro de Estudos de Arquitetura, Cidade e Território",1
"Centro de Estudos de Arqueologia, Artes e Ciências do Património",1
"Centro de Estudos Latino-Americanos sobre Cultura e Comunicação",1
"Centro de Estudos Interculturais",1
"Centro de Estudos Geográficos",1
"Centro de Estudos Anglísticos",1
"Centro de Estudos Africanos",1
"Centro de Estudios sobre la Identidad Colectiva",1
"Centro de Estudios en Neuropsicologia",1
"Centro de Estudios de Didáctica",1
"Centro de Estudios Sociológicos",1
"Centro de Estudios Politicos y Constitucionales",1
"Centro de Estudios Históricos “Prof. Carlos S. A. Segreti”  - Instituto de Estudios Históricos",1
"Centro de Estudios Hemisfericos y Polares",1
"Centro de Estudios Avanzados en Niñez y Juventud",1
"Centro de Documentação e Apoio à Pesquisa",1
"Centro Universitatio de Belo Horizonte",1
"Centro Internacional Virtual de Investigación en Nutrición",1
"Centro Interdisciplinar de Ciências Sociais",1
"Centro Interdisciplinar de Ciências Sociais",1
"Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET/RJ)",1
"Centro Científico Conhecer",1
"Centro Centroamericano de Población",1
"Centro Argentino de Meteorologos",1
"Centre of Sociological Research",1
"Centre of Public Finance and Infrastructure Policy, Institute of Spatial Planning",1
"Centre of Jaina Studies",1
"Centre for Widening Participation",1
"Centre for Transnational Mennonite Studies",1
"Centre for Southeast European Studies",1
"Centre for Scottish Studies",1
"Centre for Research in Reasoning, Argumentation and Rhetoric",1
"Centre for Nineteenth-Century Music",1
"Centre for Latin American Research and Documentation (CEDLA)",1
"Centre for Gulf Studies",1
"Centre for Europe",1
"Centre for Cinema Studies",1
"Centre for Applied Ocean Technology",1
"Centre de recherche en éducation et formation relatives à l'environnement et à l'écocitoyenneté",1
"Centre de recherche bretonne et celtique",1
"Centre de Recherches sur les Arts et le Langage",1
"Central Library",1
"Central European History Conference Group",1
"Central China Normal University",1
"Center for Public Policy Studies",1
"Centers for Disease Control and Prevention",1
"Center on Disability Studies",1
"Center of Support and Development of Actual Research in the Field of Historical Weaponry",1
"Center for the Study of Scottish Philosophy",1
"Center for Transportation Studies",1
"Center for Sustainable Development",1
"Center for Strategic Studies in Business and Finance",1
"Center for Science and Technology",1
"Center for Religious Sciences 'Kom'",1
"Center for Quality",1
"Center for Peace and Justice Education",1
"Center for Pacific Islands Studies",1
"Center for Korean Studies",1
"Center for International Economics",1
"Center for Innovation and Research on Veterans & Military Families",1
"Center for Injury Epidemiology and Prevention",1
"Center for Industrial and Interdisciplinary Mathematics",1
"Center for Iberoamerican Studies",1
"Center for Governance and Culture in Europe",1
"Center for German and European Studies",1
"Center for Environmental Philosophy",1
"Center for Economic and Financial Research",1
"Centar za istraživanje moderne i savremene historije Tuzla",1
"Centar za filozofiju medija i mediološka istraživanja",1
"Catholic Theological Union",1
"Catholic Faculty of Theology",1
"Case Western Reserve University",1
"Casa de Velázquez",1
"Carnets de Geologie",1
"Caribbean Studies Students' Union",1
"Cardiological Society of India",1
"Cardiff University",1
"Cancer Research UK",1
"Canadian Society of Petroleum Geologists",1
"Canadian Society for Traditional Music",1
"Canadian Society for Pharmaceutical Sciences",1
"Canadian Society for Clinical Investigation",1
"Canadian Society for Bioengineering",1
"Canadian Public Health Association",1
"Canadian Psychiatric Association",1
"Canadian Philosophy of Education Society",1
"Canadian Philosophical Association",1
"Canadian Paediatric Society",1
"Canadian Ophthalmological Society",1
"Canadian Online Publication Group",1
"Canadian Network for Innovation in Education (CNIE)",1
"Canadian Institute of Planners",1
"Canadian Institute of Mining, Metallurgy and Petroleum (CIM)",1
"Canadian Institute of Forestry",1
"Canadian History of Education Association",1
"Canadian Health Libraries Association (Association des bibliothèques de la santé du Canada)",1
"Canadian Committee on Labour History",1
"Canadian Association of Schools of Nursing",1
"Canadian Association of Professional Academic Librarians",1
"Canadian Association of Emergency Physicians",1
"Canadian Association for Young Children",1
"Canadian Anthropology Society",1
"Canadian Acoustical Association",1
"Cambridge Philological Society",1
"Cambridge Entomological Club",1
"Cairo University",1
"Cahiers d’études des cultures ibériques et latino-américaines",1
"CV. Literasi Indonesia",1
"CPRM",1
"COMPUSOFT",1
"CILIP",1
"CHAKIÑAN, Revista de Ciencias Sociales y Humanidades",1
"CEUR Workshop Proceedings",1
"CENALTES",1
"CAPIC Review",1
"CAPI",1
"CAD Solutions",1
"CAB International",1
"Bülent Ecevit University",1
"Byron Society",1
"Business School",1
"Buro van die WAT",1
"Bundesinstitut für Bevölkerungsforschung",1
"Bulgarian Society of Interventional Cardiology",1
"Bulgarian Association of Young Surgeons",1
"Bulgarian Academy of Sciences",1
"Budrich Journals",1
"Budapesti Corvinus Egyetem",1
"Bryn Mawr Commentaries",1
"Brown University",1
"Brontë Society",1
"Brock University",1
"British and Irish Section",1
"British and Irish Orthoptic Society",1
"British and Irish Association of Law Librarians",1
"British Voice Association",1
"British Trust for Ornithology",1
"British Thoracic Society",1
"British Society of Sports History",1
"British Society of Dental Sleep Medicine (BSDSM)",1
"British Society of Criminology",1
"British Society of Aesthetics",1
"British Society for the History of Science",1
"British Society for the History of Philosophy",1
"British Society for Rheumatology",1
"British Society for Research on Ageing (BSRA)",1
"British Society for Research into Learning Mathematics",1
"British Society for Nanomedicine",1
"British Society for Middle Eastern Studies (BRISMES)",1
"British Society for Geomorphology",1
"British Society for Eighteenth-Century Studies",1
"British Society for Clinical Cytology",1
"British Society for Antimicrobial Chemotherapy",1
"British Small Animal Veterinary Association",1
"British Shakespeare Association",1
"British School at Rome",1
"British School at Athens",1
"British Poultry Science",1
"British Phycological Society",1
"British Philosophy of Sport Association",1
"British Pain Society",1
"British Ornithologists Union",1
"British Occupational Hygiene Society",1
"British Nutrition Foundation",1
"British Nuclear Medicine Society",1
"British Neuropathological Society",1
"British Menopause Society",1
"British Medical Ultrasound Society",1
"British Medical Acupuncture Society (BMAS)",1
"British Mass Spectrometry Society",1
"British Lichen Society",1
"British Institute of Persian Studies",1
"British Institute of Non-destructive Testing",1
"British Institute of Learning Disabilities",1
"British Institute of International and Comparative Law",1
"British Institute at Ankara",1
"British Infection Association",1
"British Geriatrics Society",1
"British Forum for Ethnomusicology",1
"British Fertility Society",1
"British Epilepsy Association",1
"British Elbow and Shoulder Society",1
"British Dyslexia Association",1
"British Dietetic Association",1
"British Dam Society",1
"British Curriculum Forum",1
"British Contact Lens Association",1
"British Comparative Literature Association",1
"British Cochlear Implant Group",1
"British Centre for Durkheimian Studies",1
"British Cartographic Society",1
"British Bryological Society",1
"British Blood Transfusion Society",1
"British Association of Urological Nurses (BAUN)",1
"British Association of Sport and Exercise Sciences",1
"British Association of Oral and Maxillofacial Surgeons",1
"British Association of Oral Surgeons",1
"British Association of Lecturers in English for Academic Purposes (BALEAP)",1
"British Association of Critical Care Nurses",1
"British Association of Art Therapists",1
"British Association of Adoption and Fostering",1
"British Association for the Study of Religions (BASR)",1
"British Association for South Asian Studies (BASAS)",1
"British Association for Japanese Studies",1
"British Association for Irish Studies",1
"British Association for International and Comparative Education",1
"British Association for Counselling and Psychotherapy",1
"British Association for Chinese Studies",1
"British Association for American Studies",1
"British Archaeological Association",1
"British Agricultural History Society",1
"British Academy of Forensic Sciences",1
"Britain and the World",1
"BrightFocus Foundation",1
"Brazilian Association of Soils Mechanics and Geotechnical Engineering",1
"Botanischer Garten und Botanisches Museum Berlin-Dahlem",1
"Borsa Istanbul Anonim Sirketi",1
"Boreal Environment Research Publishing Board",1
"Borders in Globalization",1
"Booth School of Business",1
"Birth and Parent Education",1
"Biotehnicki fakultet",1
"Biotechnology Society of Nepal",1
"Biotechnical Faculty",1
"Bioresource Research Centre",1
"Biophysical Society of China",1
"Biophysical Society",1
"Biomedia",1
"Biome Scientia",1
"Biolinguistics",1
"Biochimica Clinica e Biologia Molecolare Clinica",1
"Bio-Protocol",1
"Binghamton University",1
"Bhojia Dental College and Hospital",1
"Belvedere Meridionale",1
"Belitung Raya Foundation",1
"Belgorod National Research University",1
"Beijing Urban Rapid Rail Press",1
"Beijing Normal University Press",1
"Beijer Institute of Ecological Economics",1
"Becker Associates",1
"Bayerische Staatssammlung für Paläontologie und Geologie München",1
"Basque Studies",1
"Bareknuckle Books",1
"Bar Association of Vojvodina",1
"Bangladesh Society of Medicine",1
"Bangladesh Pharmacological Society",1
"Bangladesh Medical Research Council",1
"Bangladesh Association of Young Researchers",1
"Ball State University",1
"Balkan Scientific Association of Agricultural Economists",1
"Balai Besar Teknologi Pencegahan Pencemaran Industri",1
"Balaban Publishers – Desalination Publications",1
"Bakonyi Géza Alapítvány",1
"Bacteriology and Applied Microbiology Division",1
"Babali Nursing Research",1
"BKL Walawalkar Rural Medical College and Hospital",1
"BIOFBE",1
"BEN-Africa (Business Ethics Network of Africa)",1
"BAR Publishing",1
"Azerbaijan State Oil and Industry University",1
"Avances",1
"Autism's Own Journal",1
"Austrian Society for Statistics",1
"Austrian Society for Musicology",1
"Austrian Pharmacological Society",1
"Austrian Law Journal",1
"Australian and New Zealand Marketing Academy (ANZMAC)",1
"Australian and New Zealand Association for Medieval and Early Modern Studies",1
"Australian Veterinary Association",1
"Australian Society of Anaesthetists",1
"Australian Physiotherapy Association",1
"Australian Historical Association",1
"Australian College of Nursing",1
"Australian Accoustical Society",1
"Australasian Society for Computers in Learning in Tertiary Education",1
"Australasian Association for Information Systems (AAIS)",1
"Audio Engineering Society",1
"Atreya Ayurveda Publications",1
"Atomic Energy Society of Japan",1
"Atla Open Press",1
"Associação de Professores de Matemática",1
"Associação Portuguesa para o Desenvolvimento Regional",1
"Associação Portuguesa dos Enfermeiros de Reabilitação",1
"Associação Portuguesa de Estudos sobre as Mulheres (APEM)",1
"Associação Portuguesa de Críticos de Teatro",1
"Associação Nacional dos Cursos de Graduação em Administração (ANGRAD)",1
"Associação Lusófona para o Desenvolvimento da investigação e Ensino em Ciências da Saúde (ALIES)",1
"Associação Catarinense de Bibliotecários",1
"Associazione per le ricerche di storia politica",1
"Associazione per la Storia della Lingua Italiana",1
"Associazione per Scuola democratica",1
"Associazione Teriologica Italiana",1
"Association pour le développement de la revue Temporalités (ADRT)",1
"Association pour le Traitement Automatique des Langues (ATALA)",1
"Association pour le Développement de l'Apprentissage des Langues par les Systèmes d'Information et de Communication (ADALSIC)",1
"Association pour la Recherche sur la Cognition",1
"Association of University Lecturers in Religion and Education",1
"Association of University Administrators",1
"Association of Serbian Banks",1
"Association of Schools of Allied Health Professions",1
"Association of Rheumatology Health Professionals",1
"Association of Polish Malacologists",1
"Association of Otolaryngologists of India, West Bengal",1
"Association of Nurses",1
"Association of Medical Research Charities",1
"Association of Learned and Professional Society Publishers (ALPSP)",1
"Association of Family Medicine Residency Directors (AFMRD)",1
"Association of European Schools of Planning (AESOP)",1
"Association of Digital Forensics, Security and Law",1
"Association of Departments of Family Medicine (ADFM)",1
"Association of Canadian University Planning Programs",1
"Association of Canadian Archivists",1
"Association of Bulgarian Archaeologists",1
"Association of British Paediatric Nurses",1
"Association of British Neurologists (ABN)",1
"Association of Basic Medical Sciences of Federation of Bosnia and Herzegovina",1
"Association of American Veterinary Medical Colleges",1
"Association of American Medical Colleges",1
"Association of Alumni in Modern Languages and Literatures",1
"Association of Agricultural Economists in Slovakia",1
"Association for the Study of Australian Literature",1
"Association for the Development of Science, Engineering and Education",1
"Association for research in neuroeducation",1
"Association for Slavic, East European, and Eurasian Studies (ASEEES)",1
"Association for Slavic, East European, and Eurasian Studies",1
"Association for Politics and the Life Sciences",1
"Association for Medical Education in Europe",1
"Association for Library and Information Science Education (ALISE)",1
"Association for Learning Technology",1
"Association for Learning Development in Higher Education (ALDinHE)",1
"Association for Jewish Studies",1
"Association for Israel Studies",1
"Association for Computational Linguistics",1
"Association for Assessment in Counseling and Education (AACE)",1
"Association des Annales de l'Institut Fourier",1
"Association d'Ethno-linguistique Amerindienne",1
"Association Reunionnaise d'Ecologie",1
"Association Portugaise d'Etudes Françaises",1
"Association La Nouvelle Revue du Travail",1
"Association Francophone pour les Prairies et les Fourrages",1
"Association Developpement Durable et Territoires",1
"Association Babylonia Switzerland",1
"Associación Latinoamericana de Población",1
"Associació Cinefòrum L'Atalante",1
"Asociatia de Cooperare Cultural-Educationala Suceava",1
"Asociación de Historia Oral de la República Argentina",1
"Asociación de Docentes de Ciencias Biológicas de la Argentina",1
"Asociación Latinoamericana de Odontopediatría",1
"Asociación Iberoamericana de Educación Superior a Distancia (AIESAD)",1
"Asociación INFAD",1
"Asociación Hombre y Territorio",1
"Asociación Española de Psicología Conductual (AEPC)",1
"Asociación Española de Ingeniería Estructural",1
"Asociación Española de Comprensión Lectora (AECL)",1
"Asociación Española de Ciencias del Deporte",1
"Asociación Española de Bioética y Ética Médica",1
"Asociación Española de Audiología",1
"Asociación Cultural Zibaldone",1
"Asociación Colombiana de Nutrición Clínica",1
"Asociación Civil Red Pymes Mercosur",1
"Asociación Científica Internacional de Educación Física",1
"Asociación Cientifica ICONO 14",1
"Asociación Castellano-Manchega de Sociología",1
"Asociación Bíblica Argentina",1
"Asociación Argentina de Dermatología",1
"Asociación Argentina de Anatomía Clínica",1
"Asociacion de Profesionales Independientes de la Arqueologia de Asturias",1
"Asociacion Didactica Andalucia (Didactic Association Andalucia)",1
"Asociacion Coloumbiana de Profesores de Ingles (ASOCOPI)",1
"Asociace korozních inženýru",1
"Asian Development Bank Institute",1
"Asian Development Bank",1
"Asia-Pacific Primary Liver Cancer Expert Association",1
"Asesorías y Tutorías para la Investigación Científica en la Educación Puig-Salabarría S.C.",1
"As-Sibyan : Jurnal Pendidikan Anak Usia Dini",1
"Arán ediciones",1
"Ars Aequi",1
"Armenian State Pedagogical University",1
"Arkhimedes",1
"Aristotle University in Thessaloniki",1
"Ariadna Ediciones",1
"Arctic Institute of North America",1
"Archives of Budo",1
"Archaeological Institute of America",1
"Arab Journal for Sciences and Research Publishing",1
"Aquatic Mammals",1
"Aprofema",1
"Apparatus",1
"Aphra Behn Society",1
"Anton Melik Geographical Institute",1
"Antiquity Publications",1
"Anthropological Society of Serbia",1
"Antennas and Propagation Society",1
"Ansgar University College",1
"Annals of International Medical and Dental Research",1
"Annals of Genealogical Research",1
"Annals of Family Medicine",1
"Ankara Yildirim Beyazit Üniversitesi",1
"Anistoriton",1
"Animal Behavior and Cognition",1
"Angol-Amerikai Intézet",1
"Andrija Mohorovicic Geophysical Institute",1
"Andover House",1
"Anagnorisis",1
"American Urological Association (AUA)",1
"American Thyroid Association",1
"American Society of Tropical Medicine and Hygiene",1
"American Society of Parasitologists",1
"American Society of Papyrologists",1
"American Society of Neuroradiology",1
"American Society of Law, Medicine and Ethics",1
"American Society of International Law",1
"American Society of Health-System Pharmacists",1
"American Society of Comparative Law",1
"American Society of Church History",1
"American Society for Reproductive Immunology",1
"American Society for Legal History",1
"American Society for Enology and Viticulture",1
"American Society for Clinical Pharmacology and Therapeutics",1
"American Society for Clinical Laboratory Science",1
"American School of Classical Studies at Athens",1
"American Real Estate and Urban Economics Association",1
"American Planning Association (APA)",1
"American Osteopathic Academy of Sports Medicine",1
"American Osteopathic Academy of Addiction Medicine",1
"American Oriental Society",1
"American Occupational Therapy Association",1
"American Name Society",1
"American Montessori Society",1
"American Medical Women's Association",1
"American Medical Informatics Association (AMIA)",1
"American Marketing Association",1
"American Law and Economics Association",1
"American Hungarian Educator's Association",1
"American Holistic Nurses Association",1
"American Headache Society",1
"American Group Psychotherapy Association",1
"American Geriatrics Society",1
"American Geographical Society of New York",1
"American Genetic Association",1
"American Foundation for the Blind",1
"American Folklore Society",1
"American Finance Association",1
"American Evaluation Association",1
"American Epilepsy Society",1
"American Educational Studies Association (AESA)",1
"American Education Finance Association",1
"American Dialect Society",1
"American Dental Education Association",1
"American Dental Association",1
"American Dance Therapy Association",1
"American Crystal Association",1
"American Council on the Teaching of Foreign Languages",1
"American Council on Consumer Interests",1
"American Council of Learned Societies",1
"American Congress of Rehabilitation Medicine",1
"American Committee on Asian Economic Studies",1
"American College of Veterinary Surgeons",1
"American College of Veterinary Radiology",1
"American College of Veterinary Ophthalmologists",1
"American College of Veterinary Internal Medicine",1
"American College of Toxicology",1
"American College of Radiology",1
"American College of Radiation Oncology",1
"American College of Prosthodontists",1
"American College of Physicians",1
"American College of Occupational and Environmental Medicine",1
"American College of Obstetricians and Gynecologists",1
"American College of Nutrition",1
"American College of Nurse-Midwives",1
"American College of Neuropsychopharmacology (ACNP)",1
"American College of Medical Quality",1
"American College of Medical Genetics and Genomics",1
"American College of Lifestyle Medicine",1
"American College of Legal Medicine (ACLM)",1
"American College of Foot and Ankle Surgeons",1
"American College of Epidemiology",1
"American College of Chest Physicians (ACCP)",1
"American College of Allergy, Asthma and Immunology",1
"American College Counseling Association",1
"American Clinical Neurophysiology Society",1
"American Cleft Palate-Craniofacial Association",1
"American Carbon Society",1
"American Burn Association",1
"American Brachytherapy Society",1
"American Board of Pediatric Dentistry",1
"American Board of Family Medicine (ABFM)",1
"American Biodontics Society",1
"American Bar Foundation",1
"American Auditory Society",1
"American Astronautical Society",1
"American Association on Health and Disability",1
"American Association of Wine Economists",1
"American Association of Veterinary Laboratory Diagnosticians",1
"American Association of Teachers of Spanish and Portuguese (AATSP)",1
"American Association of Teachers of German",1
"American Association of Public Health Dentistry",1
"American Association of Physical Anthropologists",1
"American Association of Orthodontists",1
"American Association of Oral and Maxillofacial Surgeons",1
"American Association of Oral Biologists",1
"American Association of Neuroscience Nurses",1
"American Association of Neuropathologists (AANP)",1
"American Association of Medical Dosimetrists",1
"American Association of Law Libraries",1
"American Association of Hispanics in Higher Education",1
"American Association of Hip and Knee Surgeons",1
"American Association of Family and Consumer Sciences",1
"American Association of Endodontists",1
"American Association of Colleges of Nursing",1
"American Association of Colleges for Teacher Education (AACTE)",1
"American Association of Children's Residential Centers",1
"American Association of Cardiovascular and Pulmonary Rehabilitation",1
"American Association for the Surgery of Trauma",1
"American Association for the History of Nursing",1
"American Association for the History of Medicine (AAHM)",1
"American Association for Medical Chronobiology and Chronotherapeutics",1
"American Association for Marriage and Family Therapy",1
"American Association for Italian Studies",1
"American Association for Hand Surgery",1
"American Association for Clinical Chemistry",1
"American Association for Agricultural Education",1
"American Arachnological Society",1
"American Aging Association",1
"American Academy of Veterinary Pharmacology and Therapeutics",1
"American Academy of Sleep Medicine",1
"American Academy of School Psychology",1
"American Academy of Religion",1
"American Academy of Political and Social Science",1
"American Academy of Physical Medicine and Rehabilitation (AAPM&R)",1
"American Academy of Pain Medicine",1
"American Academy of Otolaryngology-Head and Neck Surgery Foundation",1
"American Academy of Othotists and Prothetists",1
"American Academy of Orthopaedic Manual Physical Therapists",1
"American Academy of Optometry",1
"American Academy of Ophthalmology",1
"American Academy of Medical Acupuncture",1
"American Academy of Implant Dentistry",1
"American Academy of Health Behavior",1
"American Academy of Forensic Sciences (AAFS)",1
"American Academy of Family Physicians (AAFP)",1
"American Academy of Emergency Medicine",1
"American Academy of Dermatology",1
"American Academy of Dental Sleep Medicine (AADSM)",1
"American Academy of Clinical Toxicology",1
"American Academy of Clinical Neuropsychology",1
"American Academy of Audiology",1
"American Academy of Arts and Sciences",1
"American Academy of Allergy, Asthma and Immunology",1
"American Academy of Addiction Psychiatry",1
"Alue- ja ympäristötutkimuksen seura",1
"Altai State University",1
"Alliance of Marine Mammal Parks and Aquariums",1
"Alliance of Digital Humanities Organizations",1
"All-Russian Institute of Plant Protection",1
"Alfa BK University",1
"Alexandrine Press",1
"Alcohol Research Documentation",1
"Alberta Law Review Society",1
"Alanya Hamdullah Emin Pasa Üniversitesi",1
"Ala",1
"Al-Nahrain University",1
"Akdeniz Üniversitesi",1
"Akademin Valand",1
"Akademie ved Ceské republiky, Knihovna",1
"Akademia Górniczo-Hutnicza im. Stanislawa Staszica w Krakowie",1
"Aisthema, International Journal",1
"Aile Hekimligi Anabilim Dali",1
"Agrárgazdasági Kutató Intézet",1
"AgroParisTech",1
"Agricultural History Society",1
"Agricultural Economics Association of South Africa (AEASA)",1
"Agenzia delle Entrate",1
"Ageing, Gender, Andrology and Sexual (Sciences) Society of India",1
"African Minds",1
"African Journal of Teacher Education",1
"African Journal of Biological Sciences",1
"African Criminology and Justice Association (US)",1
"Afdeling for Religionsvidenskab",1
"Advancements in Agricultural Development",1
"Advanced Electromagnetics",1
"Advanced Concepts Team",1
"AdvanceHE",1
"Adrija Press",1
"Adriatic Institute",1
"Actuarial Society of South Africa",1
"Acta Didactica Norge",1
"Acarologia",1
"Académie des sciences",1
"Academy of Spinal Cord Injury Professionals",1
"Academy of Sciences of Higher Education of Ukraine",1
"Academy of Marketing Science",1
"Academy of Health Professionals",1
"Academy of Family Physicians of India",1
"Academy of East Asian Studies",1
"Academy of Business and Emerging Markets",1
"Academy of Arts",1
"Academy of Applied Preschool Teaching and Health Studies",1
"Academy for Environment and Life Sciences",1
"Academicus",1
"Academician V.I.Shumakov National Medical Research Center of Transplantology and Artificial Organs",1
"Academic Publishing",1
"Academic Association of Pharmaceutical Sciences from Antofagasta",1
"Academia de Stiinte a Moldovei",1
"Academia Nacional de Polícia",1
"Aboriginal and Torres Strait Islander Studies Unit",1
"Abasyn University",1
"ATHENA Project Consortium",1
"ASUS",1
"ASCD (Association for Supervision and Curriculum Development)",1
"ARLIS UK and Ireland",1
"ARKAT USA",1
"AOCMF",1
"AOAC International",1
"AO Research Institute Davos",1
"AIFIRM",1
"AI Access Foundation",1
"AHRO Scientific Publishing",1
"ACE Publications",1
"ACCB Publishing",1
"ABCD",1
"AAB College",1
"A2Z Journals",1
"'Grigore Antipa' National Museum of Natural History",1
"Wolters Kluwer",0
"Verlag C.H.Beck",0
"Vanderbilt University",0
"Université de Sherbrooke",0
"Université Paris 3",0
"Université Clermont Auvergne",0
"Università di Parma",0
"Università degli Studi di Napoli Federico II",0
"University of Udine",0
"University of Toronto",0
"University of Texas at Dallas",0
"University of Texas",0
"University of Stirling",0
"University of Science and Technology Beijing",0
"University of Pittsburgh",0
"University of Oxford",0
"University of North Texas",0
"University of Miami",0
"University of Melbourne",0
"University of Maryland",0
"University of Maragheh",0
"University of London",0
"University of Leicester",0
"University of Leeds",0
"University of Hawaii at Manoa",0
"University of Greenwich",0
"University of Glasgow",0
"University of Fribourg",0
"University of Florence",0
"University of Exeter",0
"University of Colorado at Boulder",0
"University of Chicago",0
"University of Cambridge",0
"University of California, Irvine",0
"University of California, Berkeley",0
"University of British Columbia",0
"University of Baghdad",0
"Universitatea 'Aurel Vlaicu' din Arad",0
"Universitas Semarang",0
"Universitas Muhammadiyah Ponorogo",0
"Universitas Muhammadiyah Palangkaraya",0
"Universitas Andalas",0
"Universidade de Trás-os-Montes e Alto Douro",0
"Universidade São Judas Tadeu",0
"Universidade Federal de Rondônia",0
"Universidade Federal de Mato Grosso do Sul",0
"Universidade Estadual de Ponta Grossa",0
"Universidad del Pacífico",0
"Universidad de Santiago de Chile",0
"Universidad de San Carlos de Guatemala",0
"Universidad de La Habana",0
"Universidad Politécnica de Madrid",0
"Universidad Galileo",0
"Universidad Austral de Chile",0
"United States Department of Commerce",0
"Trakia University",0
"The University of Edinburgh",0
"Texas State University",0
"Texas A&M International University",0
"Tel Aviv University",0
"Technological Educational Institution of Epirus",0
"Taylor and Francis Group",0
"TU Dresden",0
"Sungkyunkwan University",0
"St. John’s University",0
"Springer Nature",0
"Southern Methodist University",0
"Sistema Universitario Ana G. Mendez",0
"Simon Fraser University",0
"Seton Hall University",0
"Sejong University",0
"Sejong Institution",0
"School of Social Work",0
"School of Medicine",0
"School of Medicine",0
"School of Communication Studies",0
"School of Advanced Studies",0
"SGH Warsaw School of Economics",0
"Royal Photographic Society",0
"Royal College of Physicians",0
"Royal College of Nursing",0
"Rowan University",0
"Robin McKenzie Institute Canada",0
"Queen's University Belfast",0
"Pró-Reitoria de Pós-Graduação e Pesquisa",0
"Princeton Theological Seminary",0
"Pontifícia Universidade Católica de São Paulo",0
"Pandian Educational Trust",0
"Open University",0
"North Carolina State University",0
"National Oceanic and Atmospheric Administration",0
"National Academy of Sciences of Ukraine",0
"National Academy of Sciences of Belarus",0
"Ministry of Health of the Russian Federation",0
"Ministry of Health of Ukraine",0
